序号,发票代码,发票号码,数电发票号码,销方识别号,销方名称,购方识别号,购买方名称,开票日期,税收分类编码,特定业务类型,货物或应税劳务名称,规格型号,单位,数量,单价,金额,税率,税额,价税合计,发票来源,发票票种,发票状态,是否正数发票,发票风险等级,开票人,备注,币种,外币金额,汇率,方向,购方税号,销方税号,发票类型,_source
681,,,25952000000282448650,91440300MADAXX0E4Q,深圳市丙旺包装制品有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-26 15:00:47,1070601990000000000,,*塑料制品*扩散膜,尺寸：6.4*5.6*0.15mm,个,3300,0.0221238938053,73.01,13%,9.49,82.5,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蒋兰奇,,CNY,0.0,1.0,in,,,,
682,,,25952000000282448650,91440300MADAXX0E4Q,深圳市丙旺包装制品有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-26 15:00:47,1070504020000000000,,*橡胶制品*扩散片,尺寸：Φ6.8*0.15mm,个,6710,0.0230088495575,154.39,13%,20.07,174.46,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蒋兰奇,,CNY,0.0,1.0,in,,,,
683,,,25952000000282448650,91440300MADAXX0E4Q,深圳市丙旺包装制品有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-26 15:00:47,1070601990000000000,,*塑料制品*泡棉,尺寸：11.84*6.95*2.05mm,个,6600,0.0247787610619,163.54,13%,21.26,184.8,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蒋兰奇,,CNY,0.0,1.0,in,,,,
684,,,25952000000282448650,91440300MADAXX0E4Q,深圳市丙旺包装制品有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-26 15:00:47,1070601990000000000,,*塑料制品*泡棉,尺寸：15*5.2*0.58mm,个,6300,0.0176991150442,111.5,13%,14.5,126.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蒋兰奇,,CNY,0.0,1.0,in,,,,
685,,,25952000000282448650,91440300MADAXX0E4Q,深圳市丙旺包装制品有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-26 15:00:47,1070601990000000000,,*塑料制品*泡棉,尺寸：φ6.5*φ5*0.58mm,个,3500,0.0176991150442,61.95,13%,8.05,70.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蒋兰奇,,CNY,0.0,1.0,in,,,,
686,,,25952000000282448650,91440300MADAXX0E4Q,深圳市丙旺包装制品有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-26 15:00:47,1070602990000000000,,*塑料制品*双面胶,尺寸20*20*0.1mm,个,570,0.0884955752212,50.44,13%,6.56,57.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蒋兰奇,,CNY,0.0,1.0,in,,,,
687,,,25952000000282448650,91440300MADAXX0E4Q,深圳市丙旺包装制品有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-26 15:00:47,1070504990000000000,,*橡胶制品*听筒网,尺寸：29*1.5*0.15mm,个,6710,0.2477876106195,1662.65,13%,216.15,1878.8,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,蒋兰奇,,CNY,0.0,1.0,in,,,,
688,,,25322000000626101489,91321084MA1YE77E4A,高邮鲜铺餐饮管理有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-26 10:59:28,3070401000000000000,,*餐饮服务*餐饮,,,,,1077.23,1%,10.77,1088.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,杨雯,,CNY,0.0,1.0,in,,,,
689,,,25322000000625365734,91321084MAEGK6L495,贵州文和建筑工程有限公司高邮分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-26 08:59:41,3059900000000000000,建筑服务发票,*建筑服务*工程款,,,,,216513.76,9%,19486.24,236000.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,陈慧彤,土地增值税项目编号: 跨地（市）标志:否,CNY,0.0,1.0,in,,,,
690,,,25322000000625154919,91321084MABP5K3R1J,高邮市润平餐饮有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-25 20:47:53,3070401000000000000,,*餐饮服务*餐费,,,,,861.39,1%,8.61,870.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,陈萍,,CNY,0.0,1.0,in,,,,
691,,,25952000000280962416,91440300MA5DD6NU7G,深圳市金石模型有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-25 14:02:19,1070601140000000000,,*塑料制品*结构外观板,结构外观板ASE01A,个,1,1165.04854368932,1165.05,3%,34.95,1200.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,夏志强,,CNY,0.0,1.0,in,,,,
692,,,25952000000280962416,91440300MA5DD6NU7G,深圳市金石模型有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-25 14:02:19,1070601140000000000,,*塑料制品*电池盖外观板,电池盖结构外观板ASE01A,个,1,1000,1000.0,3%,30.0,1030.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,夏志强,,CNY,0.0,1.0,in,,,,
693,,,25952000000280962416,91440300MA5DD6NU7G,深圳市金石模型有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-25 14:02:19,1070601140000000000,,*塑料制品*结构外观板,结构外观板ASE01A,个,1,1600,1600.0,3%,48.0,1648.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,夏志强,,CNY,0.0,1.0,in,,,,
694,,,25932000000129812781,913302823089505207,宁波唯途电器有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-25 08:44:53,1090420010000000000,,*家用电热电力器*取暖器,HNF-2050A,台,1,141.7699115044248,141.77,13%,18.43,160.2,电子发票服务平台,数电发票（普通发票）,正常,是,正常,胡珂琦,,CNY,0.0,1.0,in,,,,
695,,,25952000000279420864,91440300067975734Y,深圳市特美展示制品有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-24 11:09:43,1070601990000000000,,*塑料制品*机模底座,"雪弗板+亚克力，600*174.8*22mm,丝印LOGO",pcs,200,115.929203539823,23185.84,13%,3014.16,26200.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,王芳,,CNY,0.0,1.0,in,,,,
696,,,25952000000278852272,91440300063861625B,深圳市红星辉印刷有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-23 17:14:32,1060201990000000000,,*印刷品*保护膜,166.25*73.05MM,个,6800,0.3451327433628,2346.9,13%,305.1,2652.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,吴瑞凤,2025-12月,CNY,0.0,1.0,in,,,,
697,,,25952000000278852272,91440300063861625B,深圳市红星辉印刷有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-23 17:14:32,1060201990000000000,,*印刷品*保护膜,164.6*71.7MM,个,3000,0.353982300885,1061.95,13%,138.05,1200.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,吴瑞凤,2025-12月,CNY,0.0,1.0,in,,,,
698,,,25952000000278852272,91440300063861625B,深圳市红星辉印刷有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-23 17:14:32,1060201990000000000,,*印刷品*保护膜,171.1*77.9MM,个,1800,0.3805309734513,684.96,13%,89.04,774.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,吴瑞凤,2025-12月,CNY,0.0,1.0,in,,,,
699,,,25952000000278852272,91440300063861625B,深圳市红星辉印刷有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-23 17:14:32,1060201990000000000,,*印刷品*单层彩膜,171.1+3*77.9MM,个,2150,0.2212389380531,475.66,13%,61.84,537.5,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,吴瑞凤,2025-12月,CNY,0.0,1.0,in,,,,
700,,,25952000000278231795,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-23 12:04:28,1090505020000000000,,*移动通信设备*听筒,1511焊线式,个,6050,0.99115,5996.46,13%,779.54,6776.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,郑晓敏,,CNY,0.0,1.0,in,,,,
701,,,25952000000278231795,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-23 12:04:28,1090505020000000000,,*移动通信设备*听筒,0910焊线式,个,100,0.973451,97.35,13%,12.65,110.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,郑晓敏,,CNY,0.0,1.0,in,,,,
702,,,25952000000278231795,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-23 12:04:28,1090505020000000000,,*移动通信设备*喇叭,1511焊线式,个,6050,0.99115,5996.46,13%,779.54,6776.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,郑晓敏,,CNY,0.0,1.0,in,,,,
703,,,25952000000278231795,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-23 12:04:28,1090505020000000000,,*移动通信设备*喇叭,1511焊线式,个,100,1.017699,101.77,13%,13.23,115.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,郑晓敏,,CNY,0.0,1.0,in,,,,
704,,,25952000000278226275,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-23 12:03:35,1090505020000000000,,*移动通信设备*听筒,0809焊线式,个,220,0.99115,218.05,13%,28.35,246.4,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,郑晓敏,,CNY,0.0,1.0,in,,,,
705,,,25952000000278226275,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-23 12:03:35,1090505020000000000,,*移动通信设备*听筒,0910焊线式,个,3060,0.973451,2978.76,13%,387.24,3366.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,郑晓敏,,CNY,0.0,1.0,in,,,,
706,,,25952000000278226275,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-23 12:03:35,1090505020000000000,,*移动通信设备*喇叭,1511焊线式,个,220,0.99115,218.05,13%,28.35,246.4,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,郑晓敏,,CNY,0.0,1.0,in,,,,
707,,,25952000000278226275,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-23 12:03:35,1090505020000000000,,*移动通信设备*喇叭,1511焊线式,个,3060,1.0176991150443,3114.16,13%,404.84,3519.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,郑晓敏,,CNY,0.0,1.0,in,,,,
708,,,25952000000277616545,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司纳,2025-12-23 10:57:59,1090505020000000000,,*移动通信设备*听筒,0809焊线式,个,-220,0.99115,-218.05,13%,-28.35,-246.4,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,张莉,被红冲蓝字数电发票号码：25952000000236411841 红字发票信息确认单编号：44030625121007958535,CNY,0.0,1.0,in,,,,
709,,,25952000000277616545,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司纳,2025-12-23 10:57:59,1090505020000000000,,*移动通信设备*听筒,0910焊线式,个,-3060,0.973451,-2978.76,13%,-387.24,-3366.0,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,张莉,被红冲蓝字数电发票号码：25952000000236411841 红字发票信息确认单编号：44030625121007958535,CNY,0.0,1.0,in,,,,
710,,,25952000000277616545,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司纳,2025-12-23 10:57:59,1090505020000000000,,*移动通信设备*喇叭,1511焊线式,个,-220,0.99115,-218.05,13%,-28.35,-246.4,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,张莉,被红冲蓝字数电发票号码：25952000000236411841 红字发票信息确认单编号：44030625121007958535,CNY,0.0,1.0,in,,,,
711,,,25952000000277616545,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司纳,2025-12-23 10:57:59,1090505020000000000,,*移动通信设备*喇叭,1511焊线式,个,-3060,1.017699,-3114.16,13%,-404.84,-3519.0,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,张莉,被红冲蓝字数电发票号码：25952000000236411841 红字发票信息确认单编号：44030625121007958535,CNY,0.0,1.0,in,,,,
712,,,25952000000277685620,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司纳,2025-12-23 10:54:02,1090505020000000000,,*移动通信设备*听筒,1511焊线式,个,-6050,0.9911495575221,-5996.45,13%,-779.54,-6775.99,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,张莉,被红冲蓝字数电发票号码：25952000000236374480 红字发票信息确认单编号：44030625121007558698,CNY,0.0,1.0,in,,,,
713,,,25952000000277685620,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司纳,2025-12-23 10:54:02,1090505020000000000,,*移动通信设备*听筒,0910焊线式,个,-100,0.9734509734513,-97.35,13%,-12.65,-110.0,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,张莉,被红冲蓝字数电发票号码：25952000000236374480 红字发票信息确认单编号：44030625121007558698,CNY,0.0,1.0,in,,,,
714,,,25952000000277685620,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司纳,2025-12-23 10:54:02,1090505020000000000,,*移动通信设备*喇叭,1511焊线式,个,-6050,0.99115,-5996.46,13%,-779.54,-6776.0,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,张莉,被红冲蓝字数电发票号码：25952000000236374480 红字发票信息确认单编号：44030625121007558698,CNY,0.0,1.0,in,,,,
715,,,25952000000277685620,91440300MA5DNTCD59,深圳海普斯科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司纳,2025-12-23 10:54:02,1090505020000000000,,*移动通信设备*喇叭,1511焊线式,个,-100,1.0176989380531,-101.77,13%,-13.23,-115.0,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,张莉,被红冲蓝字数电发票号码：25952000000236374480 红字发票信息确认单编号：44030625121007558698,CNY,0.0,1.0,in,,,,
716,,,25952000000277782613,91440300MACR2EYE33,深圳市勤泰智能信息技术有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-22 20:10:16,1090505020000000000,,*移动通信设备*主板H6194,H6194-AST04A-主板（勤泰）,个,60,156.83185840708,9409.91,13%,1223.29,10633.2,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,陈根荣,订单号：2PO25100040C,CNY,0.0,1.0,in,,,,
717,,,25952000000277782613,91440300MACR2EYE33,深圳市勤泰智能信息技术有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-22 20:10:16,1090505020000000000,,*移动通信设备*小板H6194,H6194-AST04A-小板（勤泰）,个,60,2.8495575221239,170.97,13%,22.23,193.2,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,陈根荣,订单号：2PO25100040C,CNY,0.0,1.0,in,,,,
718,,,25952000000277782613,91440300MACR2EYE33,深圳市勤泰智能信息技术有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-22 20:10:16,1090505020000000000,,*移动通信设备*主板H6194,H6194-AST04B-主板（勤泰）,个,40,166.814159292035,6672.57,13%,867.43,7540.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,陈根荣,订单号：2PO25100040C,CNY,0.0,1.0,in,,,,
719,,,25952000000277782613,91440300MACR2EYE33,深圳市勤泰智能信息技术有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-22 20:10:16,1090505020000000000,,*移动通信设备*小板H6194,H6194-AST04B-小板（勤泰）,个,40,2.8495575221239,113.98,13%,14.82,128.8,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,陈根荣,订单号：2PO25100040C,CNY,0.0,1.0,in,,,,
720,,,25952000000277573850,91440300MA5DN8FQ3D,深圳市影领电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-22 17:36:48,1090505020000000000,,*移动通信设备*摄像头,YL-BL01A-3P3-F V2.0,个,2999,9.2920353982301,27866.81,13%,3622.69,31489.5,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,阳立云,,CNY,0.0,1.0,in,,,,
721,,,25952000000277573850,91440300MA5DN8FQ3D,深圳市影领电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-22 17:36:48,1090505020000000000,,*移动通信设备*摄像头,YL-BL01A-50C-B,个,2702,18.8495575221239,50931.5,13%,6621.1,57552.6,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,阳立云,,CNY,0.0,1.0,in,,,,
722,,,25952000000277573850,91440300MA5DN8FQ3D,深圳市影领电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-22 17:36:48,1090505020000000000,,*移动通信设备*摄像头,YL-BL01A-G0A-WJ,个,3059,2.4778761061947,7579.82,13%,985.38,8565.2,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,阳立云,,CNY,0.0,1.0,in,,,,
723,,,25952000000277573850,91440300MA5DN8FQ3D,深圳市影领电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-22 17:36:48,1090505020000000000,,*移动通信设备*摄像头,325181A01,个,110,0.7079646017699,77.88,13%,10.12,88.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,阳立云,,CNY,0.0,1.0,in,,,,
724,,,25952000000277573850,91440300MA5DN8FQ3D,深圳市影领电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-22 17:36:48,1090505020000000000,,*移动通信设备*摄像头,505265A02/A01026-P,个,110,3.0973451327434,340.71,13%,44.29,385.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,阳立云,,CNY,0.0,1.0,in,,,,
725,,,25952000000277573850,91440300MA5DN8FQ3D,深圳市影领电子有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-22 17:36:48,1090505020000000000,,*移动通信设备*摄像头,QL-90130-D65A,个,110,0.353982300885,38.94,13%,5.06,44.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,阳立云,,CNY,0.0,1.0,in,,,,
726,,,25324000000021143991,92321084MAEN52UG89,高邮市魔味江湖餐饮店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-19 22:23:32,3070401000000000000,,*餐饮服务*餐饮服务,,,,,523.76,1%,5.24,529.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,葛磊,,CNY,0.0,1.0,in,,,,
727,,,25314000000005715597,91310116MA1JD9BP6D,上海远诺知识产权代理事务所（普通合伙）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-12-19 16:59:31,3040302000000000000,,*知识产权服务*知识产权服务,,,2,14851.4851485149,29702.97,1%,297.03,30000.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,芦文俊,,CNY,0.0,1.0,in,,,,
